experiment_id,metric,day,control_n,control_mean,control_se,treatment_n,treatment_mean,treatment_se,obs_lift,obs_lift_se,true_effect
exp_15,review_starts,17,254308,0.2262063,0.00082963,237654,0.22861489,0.00086142,0.01064777,0.00531422,0.01030423
exp_15,review_starts,18,258552,0.21449285,0.00080725,237796,0.21410488,0.00084119,-0.00180877,0.00543075,0.01063197
exp_15,review_starts,19,262440,0.20696671,0.00079083,264415,0.20781807,0.00078906,0.00411351,0.00540887,0.01089579
exp_15,review_starts,20,274423,0.20986691,0.00077734,244995,0.21154037,0.0008251,0.00797392,0.00542182,0.01110816
exp_15,review_starts,21,236803,0.22181732,0.00085378,275338,0.22227255,0.00079236,0.00205227,0.00525699,0.01127911
exp_15,review_starts,22,282412,0.22962596,0.00079144,264024,0.23361847,0.00082348,0.01738706,0.00501567,0.01141672
exp_15,review_starts,23,242330,0.23283982,0.00085855,279777,0.23485897,0.00080144,0.0086718,0.0050676,0.0115275
exp_15,review_starts,24,264164,0.2263609,0.0008142,246862,0.2286644,0.00084527,0.01017622,0.00521023,0.01161667
exp_15,review_starts,25,268446,0.21397079,0.00079153,281551,0.21666052,0.0007764,0.01257056,0.00521507,0.01168844
exp_15,review_starts,26,240986,0.2076659,0.00082631,255718,0.209116,0.00080421,0.00698283,0.0055724,0.01174622
exp_15,review_starts,27,260116,0.21043505,0.00079923,282054,0.2116839,0.00076918,0.00593458,0.00528741,0.01179274
exp_15,review_starts,28,261048,0.21867592,0.00080901,281173,0.22172077,0.0007834,0.01392405,0.005187,0.01183018
exp_15,review_starts,29,254088,0.23105643,0.00083621,263077,0.23177497,0.00082269,0.00310981,0.00508496,0.01186031
exp_15,review_starts,30,262162,0.2315779,0.00082388,274265,0.23451315,0.00080903,0.01267499,0.00501847,0.01188457
exp_15,review_starts,31,279191,0.22599963,0.00079154,243432,0.22898043,0.00085161,0.01318941,0.0051761,0.0119041
exp_15,review_starts,32,276539,0.2157965,0.00078227,260847,0.21704864,0.00080715,0.00580241,0.0052234,0.01191982
exp_15,review_starts,33,257575,0.20551548,0.00079618,279169,0.21084748,0.00077202,0.0259445,0.0054689,0.01193248
exp_15,review_starts,34,250030,0.21023198,0.0008149,261580,0.21162237,0.00079863,0.00661361,0.00544565,0.01194266
exp_15,review_starts,35,255520,0.21994235,0.00081942,263033,0.22429965,0.00081331,0.01981111,0.00530184,0.01195086
exp_15,review_starts,36,279856,0.23014674,0.00079568,236745,0.23317874,0.00086906,0.01317423,0.00515062,0.01195746
exp_15,review_starts,37,238792,0.23325328,0.00086543,246918,0.23542025,0.0008538,0.00929021,0.00523655,0.01196278
exp_15,review_starts,38,265099,0.22648475,0.00081292,283800,0.22765344,0.00078711,0.00516011,0.00500944,0.01196705
exp_15,review_starts,39,275239,0.21415689,0.00078195,271945,0.21720704,0.00079071,0.01424262,0.00522943,0.0119705
exp_15,review_starts,40,245058,0.20795988,0.00081984,278425,0.20919314,0.00077082,0.00593028,0.00542821,0.01197327
exp_15,review_starts,41,252609,0.20884051,0.00080875,262163,0.21215645,0.00079848,0.01587786,0.0054859,0.0119755
exp_15,session_duration,0,295318,309.28979278,0.56914199,252963,307.29304428,0.61097611,-0.00645591,0.00269163,0.00959856
exp_15,session_duration,1,278539,323.42961481,0.61282543,264123,327.54846316,0.63734188,0.01273491,0.00275052,0.00959856
exp_15,session_duration,2,257094,327.18393997,0.64527674,252683,335.09034884,0.6666132,0.02416503,0.00286897,0.00959856
exp_15,session_duration,3,251626,317.65415061,0.6332523,248517,327.33265184,0.65661572,0.03046868,0.00291425,0.00959856
exp_15,session_duration,4,251657,301.52922397,0.60106979,265819,307.90710214,0.59720948,0.02115177,0.00284013,0.00959856
exp_15,session_duration,5,274331,292.22777885,0.55793558,285955,293.12802222,0.54816145,0.00308062,0.00268074,0.00959856
exp_15,session_duration,6,252967,295.93062881,0.58838011,272278,292.6334298,0.56081247,-0.0111418,0.00273072,0.00959856
exp_15,session_duration,7,294899,310.40459381,0.57159904,275713,308.15929314,0.5868764,-0.00723346,0.00262998,0.00959856
exp_15,session_duration,8,279943,323.89896314,0.61217382,254512,327.37232564,0.64891503,0.0107236,0.00276821,0.00959856
exp_15,session_duration,9,299836,328.07721788,0.5991481,260008,334.70554196,0.65640147,0.02020355,0.00273392,0.00959856
exp_15,session_duration,10,260551,317.98277271,0.62295578,285618,328.08201849,0.6138887,0.03176036,0.00279514,0.00959856
exp_15,session_duration,11,262780,302.94747446,0.59097782,260815,307.5787829,0.60226842,0.0152875,0.00280624,0.00959856
exp_15,session_duration,12,285909,291.30350137,0.54479334,278765,291.86421664,0.55279198,0.00192485,0.00266686,0.00959856
exp_15,session_duration,13,280575,296.74734092,0.56022483,250512,292.41092871,0.58422392,-0.01461315,0.00270864,0.00959856
exp_15,session_duration,14,261129,310.56024975,0.60774069,263706,307.45734389,0.59872152,-0.00999132,0.00273315,0.00959856
exp_15,session_duration,15,296628,324.66423806,0.59611271,294667,328.61148174,0.60536455,0.01215793,0.00263256,0.00959856
exp_15,session_duration,16,268710,327.95918034,0.63267093,294727,334.64929513,0.61642459,0.02039923,0.0027217,0.00959856
exp_15,session_duration,17,251336,317.93145622,0.63417067,265093,325.87487174,0.63292426,0.02498468,0.00285362,0.00959856
exp_15,session_duration,18,287421,301.19334621,0.56180568,248988,307.79352183,0.61683679,0.02191342,0.00279778,0.00959856
exp_15,session_duration,19,292988,291.90373445,0.53928052,254962,293.52839808,0.58131616,0.00556575,0.00272344,0.00959856
exp_15,session_duration,20,279112,296.1004636,0.56046672,273527,293.26665965,0.56074136,-0.00957041,0.00266474,0.00959856
exp_15,session_duration,21,260672,310.09280647,0.60735764,258633,308.6912527,0.60699114,-0.00451979,0.00276283,0.00959856
exp_15,session_duration,22,272268,324.14341123,0.62121066,292306,328.20672127,0.60705579,0.01253553,0.00269683,0.00959856
exp_15,session_duration,23,272826,328.07357189,0.62809939,269057,335.65834037,0.6471058,0.02311911,0.0027798,0.00959856
exp_15,session_duration,24,250131,317.28955281,0.63441291,254744,326.99572201,0.64787331,0.03059089,0.00290097,0.00959856
exp_15,session_duration,25,294146,301.45615465,0.55583089,252949,307.24417587,0.61089585,0.01920021,0.00276371,0.00959856
exp_15,session_duration,26,255602,292.55644906,0.57866545,249388,292.7773311,0.5862727,0.00075501,0.00281676,0.00959856
exp_15,session_duration,27,299756,295.67002782,0.54003681,294674,292.71162773,0.53922382,-0.01000575,0.0025682,0.00959856
exp_15,session_duration,28,262505,309.68388061,0.60443529,274485,307.10530165,0.58617596,-0.00832649,0.00270722,0.00959856
exp_15,session_duration,29,291635,325.20495649,0.60219526,276304,325.92998511,0.62005574,0.00222945,0.00266075,0.00959856
exp_15,session_duration,30,254264,327.42081246,0.64932757,296220,335.2575799,0.61598682,0.02393485,0.00276818,0.00959856
exp_15,session_duration,31,255914,318.80103075,0.63019172,271335,327.32549468,0.62838661,0.02673914,0.00282923,0.00959856
exp_15,session_duration,32,256640,302.55473626,0.59723023,278712,307.53665822,0.58253102,0.01646618,0.00278082,0.00959856
exp_15,session_duration,33,295019,292.38438731,0.53830596,297801,292.38833014,0.53579291,1.349e-05,0.00259764,0.00959856
exp_15,session_duration,34,274352,295.15672473,0.56350609,273081,292.5947619,0.55991333,-0.00868001,0.00267966,0.00959856
exp_15,session_duration,35,270106,309.98200579,0.59644358,295907,307.77675639,0.56579382,-0.00711412,0.00264221,0.00959856
exp_15,session_duration,36,300143,324.37253284,0.59207942,280904,326.22009626,0.61550523,0.00569581,0.00264015,0.00959856
exp_15,session_duration,37,272821,328.47716604,0.62887783,278085,336.4329687,0.63798397,0.02422026,0.00275997,0.00959856
exp_15,session_duration,38,250326,318.85996153,0.63730454,297309,327.86104893,0.60129251,0.02822897,0.00278919,0.00959856
exp_15,session_duration,39,273478,301.43678159,0.5764147,298660,307.43641585,0.56255732,0.01990346,0.00269935,0.00959856
exp_15,session_duration,40,298458,291.90069776,0.53431027,288638,292.93678623,0.54525186,0.00354946,0.00261984,0.00959856
exp_15,session_duration,41,292162,296.14783891,0.5478942,297817,292.46156564,0.53591271,-0.01244741,0.00257153,0.00959856
exp_15,photo_review_starts,0,208999,0.06067513,0.00052221,230208,0.06073413,0.00049779,0.00097228,0.01189652,0.00060723
exp_15,photo_review_starts,1,217139,0.06351417,0.00052338,214838,0.06252529,0.00052234,-0.01556945,0.01155159,0.00060723
exp_15,photo_review_starts,2,204010,0.06418173,0.00054259,197111,0.06297641,0.00054715,-0.01877982,0.01189488,0.00060723
exp_15,photo_review_starts,3,231438,0.06203155,0.0005014,197730,0.06100445,0.00053824,-0.01655758,0.01176762,0.00060723
exp_15,photo_review_starts,4,216038,0.0585505,0.00050512,211070,0.05960576,0.00051533,0.01802307,0.01243386,0.00060723
exp_15,photo_review_starts,5,213361,0.05669767,0.00050067,227927,0.05573662,0.00048053,-0.01695049,0.01213206,0.00060723
exp_15,photo_review_starts,6,229594,0.05671061,0.0004827,206329,0.05689397,0.00050996,0.00323322,0.01240068,0.00060723
exp_15,photo_review_starts,7,196973,0.06017882,0.00053585,228230,0.06106899,0.00050123,0.01479205,0.01228911,0.00060723
exp_15,photo_review_starts,8,218000,0.06195998,0.00051634,196419,0.06353042,0.00055036,0.0253461,0.0123252,0.00060723
exp_15,photo_review_starts,9,223795,0.06540878,0.00052264,194597,0.06370052,0.00055362,-0.0261167,0.01149756,0.00060723
exp_15,photo_review_starts,10,231667,0.06128668,0.00049833,206601,0.06198137,0.00053048,0.01133517,0.0119392,0.00060723
exp_15,photo_review_starts,11,201007,0.05876891,0.00052459,225110,0.05870325,0.00049545,-0.00111726,0.01227077,0.00060723
exp_15,photo_review_starts,12,190616,0.05580398,0.00052576,212919,0.05639673,0.00049994,0.01062209,0.01307363,0.00060723
exp_15,photo_review_starts,13,221436,0.05668317,0.0004914,204116,0.05777125,0.00051641,0.01919586,0.01269128,0.00060723
exp_15,photo_review_starts,14,228169,0.05977335,0.0004963,212988,0.06037176,0.00051608,0.01001131,0.01203628,0.00060723
exp_15,photo_review_starts,15,230685,0.06301569,0.00050592,217796,0.06274651,0.00051963,-0.00427171,0.011485,0.00060723
exp_15,photo_review_starts,16,209837,0.06326338,0.00053143,209351,0.06332647,0.00053229,0.00099725,0.01189531,0.00060723
exp_15,photo_review_starts,17,204521,0.0616644,0.0005319,195332,0.06137925,0.00054309,-0.0046242,0.01229965,0.00060723
exp_15,photo_review_starts,18,215666,0.05819983,0.00050414,214769,0.05870047,0.00050722,0.00860206,0.01234037,0.00060723
exp_15,photo_review_starts,19,218058,0.05676576,0.00049553,210126,0.05679618,0.00050492,0.00053577,0.01246596,0.00060723
exp_15,photo_review_starts,20,195727,0.05763702,0.00052679,198375,0.05788024,0.00052429,0.0042199,0.01292234,0.00060723
exp_15,photo_review_starts,21,227159,0.05967088,0.000497,232066,0.05901775,0.00048919,-0.01094559,0.01162201,0.00060723
exp_15,photo_review_starts,22,219502,0.06301338,0.00051864,213139,0.06445157,0.00053189,0.0228235,0.01192132,0.00060723
exp_15,photo_review_starts,23,219837,0.06292679,0.00051791,217025,0.0633517,0.00052289,0.00675242,0.01173478,0.00060723
exp_15,photo_review_starts,24,209920,0.06098822,0.00052231,220218,0.06152311,0.00051204,0.00877033,0.01204681,0.00060723
exp_15,photo_review_starts,25,207380,0.05852734,0.00051547,199314,0.05815285,0.00052421,-0.00639867,0.01252202,0.00060723
exp_15,photo_review_starts,26,220430,0.05746034,0.00049568,229059,0.05611054,0.00048085,-0.02349095,0.0118739,0.00060723
exp_15,photo_review_starts,27,230208,0.05714516,0.00048378,198929,0.05822274,0.00052501,0.01885694,0.0126019,0.00060723
exp_15,photo_review_starts,28,207974,0.05941713,0.00051838,200055,0.06056992,0.00053332,0.01940171,0.01263581,0.00060723
exp_15,photo_review_starts,29,198174,0.06180261,0.00054091,220706,0.06316871,0.00051782,0.02210434,0.01225666,0.00060723
exp_15,photo_review_starts,30,204904,0.06246029,0.00053459,227644,0.06323111,0.0005101,0.01234103,0.01190671,0.00060723
exp_15,photo_review_starts,31,220811,0.06052278,0.00050745,230057,0.06191196,0.00050245,0.02295304,0.01193661,0.00060723
exp_15,photo_review_starts,32,225832,0.05875417,0.00049486,205369,0.05774929,0.00051474,-0.01710323,0.01205347,0.00060723
exp_15,photo_review_starts,33,226602,0.05677347,0.00048613,220144,0.05666727,0.00049277,-0.00187054,0.01218108,0.00060723
exp_15,photo_review_starts,34,230072,0.05691355,0.00048301,195195,0.05715904,0.00052545,0.00431343,0.01256511,0.00060723
exp_15,photo_review_starts,35,199101,0.06011226,0.0005327,231927,0.05926813,0.00049031,-0.01404255,0.0119528,0.00060723
exp_15,photo_review_starts,36,196713,0.06236539,0.00054522,224296,0.0614221,0.00050698,-0.01512536,0.01184131,0.00060723
exp_15,photo_review_starts,37,207256,0.0626686,0.00053238,232253,0.06436924,0.00050923,0.02713702,0.01192323,0.00060723
exp_15,photo_review_starts,38,213295,0.06173366,0.00052112,195231,0.06188455,0.00054531,0.00244434,0.01223243,0.00060723
exp_15,photo_review_starts,39,196979,0.05825893,0.00052776,226915,0.0581213,0.00049117,-0.00236224,0.01235942,0.00060723
exp_15,photo_review_starts,40,199766,0.05545217,0.00051205,198287,0.05668421,0.00051929,0.0222181,0.01329648,0.00060723
exp_15,photo_review_starts,41,210934,0.05769943,0.0005077,217470,0.05651861,0.00049518,-0.02046488,0.01216299,0.00060723
exp_16,session_duration,0,234908,309.98813537,0.6395819,235188,313.48250219,0.64640652,0.01127258,0.00294988,0.009994
exp_16,session_duration,1,223814,324.9786488,0.68692798,207669,329.07834594,0.72212681,0.01261528,0.0030853,0.009994
exp_16,session_duration,2,245174,327.95585068,0.66233572,210303,330.68112777,0.72108536,0.00830989,0.00299687,0.009994
exp_16,session_duration,3,242647,317.77931948,0.64511653,245847,321.53208886,0.64847295,0.01180936,0.0028954,0.009994
exp_16,session_duration,4,222315,302.16318231,0.64085114,226015,305.30427237,0.64219105,0.01039534,0.00301812,0.009994
exp_16,session_duration,5,235598,291.94767782,0.60147728,216641,294.09705012,0.63185924,0.00736218,0.00299857,0.009994
exp_16,session_duration,6,232536,295.06744441,0.611894,235347,298.25949654,0.61480862,0.01081804,0.00295558,0.009994
exp_16,session_duration,7,231733,310.50980476,0.64503217,231554,313.28345572,0.65104546,0.00893257,0.00296461,0.009994
exp_16,session_duration,8,220679,324.89481807,0.69161162,226866,328.06603632,0.68877371,0.00976075,0.00301906,0.009994
exp_16,session_duration,9,231261,327.92737439,0.68190908,237034,331.60104555,0.68109951,0.0112027,0.00295557,0.009994
exp_16,session_duration,10,237140,317.57359751,0.65214171,246233,321.46138733,0.64782199,0.01224217,0.00291239,0.009994
exp_16,session_duration,11,208965,301.69509477,0.65998106,218985,304.244939,0.65015391,0.00845173,0.00308395,0.009994
exp_16,session_duration,12,205891,291.54068751,0.64251089,216875,294.69160916,0.63279498,0.01080783,0.00311025,0.009994
exp_16,session_duration,13,208582,295.10549117,0.64615823,240923,298.77635833,0.60870532,0.01243917,0.00302802,0.009994
exp_16,session_duration,14,232392,310.33717015,0.64375884,226242,313.66709929,0.65945073,0.01073004,0.00298518,0.009994
exp_16,session_duration,15,220444,324.26947262,0.69064826,243482,328.67258884,0.66608562,0.01357857,0.00297988,0.009994
exp_16,session_duration,16,239913,327.92955143,0.66950475,220101,331.37043078,0.70632202,0.01049274,0.0029825,0.009994
exp_16,session_duration,17,232142,316.61679394,0.65713876,207699,321.61365041,0.70569537,0.01578203,0.00306799,0.009994
exp_16,session_duration,18,209048,301.68151874,0.65982034,247424,302.64160914,0.60842595,0.00318246,0.00298018,0.009994
exp_16,session_duration,19,217670,292.28753264,0.62648547,232740,294.47088506,0.61038921,0.00746988,0.00300401,0.009994
exp_16,session_duration,20,237498,295.37685884,0.60610308,221028,299.5176065,0.63708695,0.01401852,0.00299691,0.009994
exp_16,session_duration,21,226848,310.70058628,0.65234088,240458,313.25629774,0.63882249,0.00822564,0.00295101,0.009994
exp_16,session_duration,22,236626,324.39355654,0.6668697,242141,327.41564067,0.66537313,0.0093161,0.00291759,0.009994
exp_16,session_duration,23,213699,328.49617761,0.71060634,214110,330.91367634,0.71514851,0.00735929,0.00308028,0.009994
exp_16,session_duration,24,209689,317.49362042,0.69334147,216849,322.1224779,0.69173909,0.01457937,0.00310741,0.009994
exp_16,session_duration,25,213927,302.02544442,0.65299632,232455,305.1528205,0.63291872,0.01035468,0.00302709,0.009994
exp_16,session_duration,26,221645,291.16471024,0.61845737,248386,295.18697186,0.59228895,0.01381439,0.0029623,0.009994
exp_16,session_duration,27,221652,295.67611555,0.62803004,233041,298.15400001,0.61762444,0.0083804,0.00299179,0.009994
exp_16,session_duration,28,246778,308.97277853,0.62196651,205732,313.3372693,0.690814,0.01412581,0.00302762,0.009994
exp_16,session_duration,29,228139,325.55258822,0.68158714,230270,328.50484204,0.68457825,0.00906844,0.00298077,0.009994
exp_16,session_duration,30,231397,328.23464698,0.68234743,232681,330.5307362,0.68522215,0.00699527,0.0029564,0.009994
exp_16,session_duration,31,243783,318.3021875,0.64467067,209676,320.55518805,0.70004901,0.00707818,0.00299955,0.009994
exp_16,session_duration,32,214851,303.0683643,0.65384065,222133,305.32372141,0.64781948,0.00744174,0.00304844,0.009994
exp_16,session_duration,33,225305,292.11836714,0.61542261,228970,294.66359218,0.61579646,0.00871299,0.00299331,0.009994
exp_16,session_duration,34,225877,295.12506873,0.62096925,210244,298.64183472,0.65131164,0.01191619,0.00306655,0.009994
exp_16,session_duration,35,218526,310.11883045,0.6634017,247240,313.98515089,0.63146567,0.01246722,0.00297272,0.009994
exp_16,session_duration,36,204971,323.6841404,0.71494924,238120,328.28353134,0.67274605,0.0142095,0.00305584,0.009994
exp_16,session_duration,37,241221,328.2118194,0.66826184,212090,331.73106695,0.72032096,0.01072249,0.00300859,0.009994
exp_16,session_duration,38,238528,318.01046527,0.65113603,233003,321.23932657,0.66549983,0.01015332,0.00294233,0.009994
exp_16,session_duration,39,212099,302.29412618,0.65638765,226225,304.49949669,0.6402009,0.00729545,0.00304449,0.009994
exp_16,session_duration,40,209449,291.11745813,0.63610543,215090,295.58946759,0.63735126,0.01536153,0.00311695,0.009994
exp_16,session_duration,41,224950,294.51185853,0.62095451,212065,299.21831601,0.64976105,0.01598054,0.00307508,0.009994
exp_16,review_length,0,329588,47.98060485,0.07521813,354192,48.22896838,0.07293418,0.00517633,0.00218946,0.0076124
